,author,text,date,stars
589,Mando R.,"We live across the Golden Gate so do not come into San Francisco often as with traffic it is 1 1/2 hours or so but when we do and we want authentic southern Italian Food as the paternal side of my family is from Calabria, we come to this ristorante. Mauricio treats us, and all customers, as family.  The photo with the Spaghetti allo Scoglio and also sometimes I have pasta only with Calamari with double the tentacles and I usually joke that there is more seafood than pasta. These dishes are better than many times I have had in Italia. Mauricio is  very generous as he sometimes and we are only 2 people, gives us on the house a of tower of antipasti, salmon(lox), fried calamari, mortadella, capicola, prosciutto, formaggi, olive, bruschetta etc. I tell him joking that we are so full to "" take home the entrees"" !!! So now I tell him he does not need give us anything but as he is a ""Capa Tosta""---I can get away with saying this as I am half Calabrese/half Pugliese--instead of the Torre Calabrese only una Barchetta like the small boat in the Neapolitan song 'Santa Lucia"".

When I am here I can close my eyes, Italian music in the background, Italian being spoken by waiters & the beautiful different plates of delicious Italian food being taken to the tables of customers make me feel like I am in Italia. The smiles on their faces indicates they love the food.

=============================================================
Per i turisti italiani nostalgici per l'Italia, all'interno con Mauricio, camerieri italiani, il cibo e l'ambiente, vi sentirete come se foste in Italia

Viviamo attraverso il Golden Gate, così non veniamo in San Francisco spesso come con traffico è 1 1/2 ore o giù di lì, ma quando lo facciamo e vogliamo autentico cibo italiano del sud come il lato paterno della mia famiglia dalla Calabria, arriviamo a questo ristorante. Mauricio tratta noi e tutti i clienti, come famiglia. La foto con Spaghetti allo Scoglio e anche a volte ho pasta solo con Calamari con doppia i tentacoli e ho solito scherzo che c'è più pesce che pasta. Questi piatti sono meglio di molte volte quanto ho avuto in Italia.   Mauricio è molto generoso come lui a volte e siamo solo 2 persone, ci dà sulla casa una torre di antipasti, salmon(lox), calamari fritti, mortadella, capicola, prosciutto, formaggi, olive, bruschette ecc. Li dico scherzando che siamo così pieni di "" dar portare a casa l'entrées""!!! Così ora io gli dico che non ha bisogno darci nulla, ma come lui è una ""Capa Tosta""----posso farla franca con questo dicendo come io sono metà Calabrese/mezza Pugliese -- anziché il Torre Calabrese solo una Barchetta come la piccola barca nella canzone napoletana ' Santa Lucia "".

Quando sono qui posso chiudere mio occhi, sottofondo musicale italiana, italiano, essendo parlata da camerieri & belle diverse tavole di delizioso cibo italiano prese ai tavoli di clienti mi fanno sentire come se fossi in Italia. Il sorriso sui loro volti indica che amano il cibo.
",2014-10-30,5.0
590,Polly X.,"Love this restaurant, its in my neighborhood North Beach, and always have a great time there, with the great food, ambience and Mauricio the owner, is just the best and he  goes out of his way to make sure we have a really nice time there.  I originally come from New Zealand and when I have out of town guests from New Zealand come I take them there as  they love it so much too.  Cheers/Grazie Mauricio!
",2017-08-25,5.0
591,Diana Y.,"What a friendly staff and a generous pour of chianti wine by the glass!  and the outdoor dining on the sidewalk is perfect for eating/drinking/people watching/relaxing while taking in the sites of this wonderful section of San Fran.  I will definitely go back.
",2016-10-07,5.0
592,Aaron G.,"Stopped in for dessert. The tiramisu was excellent. It was moist and creamy. The staff was nice. The ambiance was nice, too.
",2015-05-13,5.0
593,Alex A.,"Probably this is my favorite Italian food restaurant in San Francisco I just love their seafood pasta with white wine sauce , I been here so many times and is always a good experience, give it a try .
",2017-10-28,5.0
594,Benjamin P.,"Best Italian cousine I had so far in San Francisco. I was actually walking for an early dinner in another restaurant, but saw the beautiful vintage car the restraint had set as additional table on the street and decided to stay. Risotto porcini wad excellent and highly recommended. The choice of lambrusco they suggest was at the right temperature and refreshing for hot afternoon.
",2016-09-25,5.0
595,Daniela O.,"Amazing service!! Best Italian place in San Francisco! Food was great, owner is very kind and willing to serve, the price was average.
",2016-11-12,5.0
596,Megan K.,"Excellent service, warm inviting Italian decor and the best vegetarian lasagna I have ever had.  All meals come with complimentary fresh bread and the night we came they threw in toasted bread with olives and tomatoes.  Great place and cute too!
",2016-07-01,5.0
597,Catherine N.,"We hesitated on coming here with the bad reviews. But we took a chance since our two other choices had 1+ hour wait. Are we glad we did. Not sure why the bad the reviews on the wait. We didn't have to wait long at all. 

The cioppino is to die for!  The caprese, pizza, aglio e olio, and lasagna were all good too. The Alfredo was just meh. We are definitely coming back here again.
",2016-07-29,5.0
598,Ashley D.,"Decent food, TERRIBLE service. 
PROS: The atmosphere was nice (decor, music, etc.). My husband loved his prosciutto calzone, and my friend liked his gnocchi pomodoro. You get complimentary bread, balsamic vinegar, and olive oil. 

CONS: The service! 
1. We went today around 1:30. It was not busy at all...one other group of 4 was there at that time. It got busier about 30 minutes after we had sat down. First, the restaurant was open for business, but the door was locked. We knocked, looked confused, and no one came to open the door for us. We finally got in because a customer came out of the restaurant. No one greeted us, and we were standing there for a few minutes before being seated. He told us from across the restaurant to sit anywhere. He could have at least come to the door where we were standing. Then during our meal, we saw the same ""lock out"" incident happen to a woman and her 2 children. They were locked out of the restaurant and her husband and friends were already at the table (I saw him flag her through the window to let her know where they were seated. The woman was knocking and waving through the glass window door, while the server was looking at her and made eye contact with her and blatantly IGNORED her! My husband got up and opened the door for her. 

2. It took about 30 minutes before we got our order taken. Additionally whenever we thanked the server for anything he brought us, we were ignored. My linguini tierra was just okay....not bad, but not great. I wouldn't order it again. I'd rather try something else.  

OVERALL, the food was not bad, but based on the service I would not come back here for a long time. I will try other restaurants in the area first. Too bad, because they have a large menu and their pizzas actually look quite good. I am curious to try one.....but the service was unwelcoming, and we felt uncomfortable (as if we were a burden to the server).
",2015-01-01,2.0
599,Fabian G.,"Horrrrrrrrrrrrrrrrrrrrrrrible Sevice!!!!!!!!! We had to get up and try to purchase our beverages. We left after 55 minutes waiting, it was a surprise birthday dinner and unfortunate that we had leave ..  I'll take my business Lee where!!!! FoeHunnid
",2016-09-03,1.0
600,Emily T.,"Never ever ever going back ! 

If I could I would give this place zero stars. It was the most disgusting meal I have ever tried. The sauce was so salty. My mouth hurt just after a few bites. On top of the nasty food the service was just pitiful. We waited 30 minutes for the waiter to take our order. And when I complained about their horrific excuse for Italian food they refused to take my plate off the bill. They did however offer to get me a new plate but you couldn't pay me to try another dish from there. So I left the restaurant hungry, pissed off and $19.95 +tax poorer.
",2014-08-17,1.0
